Module,Total SMV,Product Type,Avg Per Day,Actual Per Day,Defect Qty,Reject Qty,Missing Qty,Defect Name
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
AL21,28.66,T-shirt,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,15.99,,442,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,14.86,,48,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,10.95,,192,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,17.5,,566,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,20.58,,552,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,16.55,,83,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,13.93,,227,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,13.93,,14,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL21,28.66,,163,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,346,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,296,0.0,0.0,0.0,0.0,
AL22,17.35,T-shirt,5,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,518,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,6,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,435,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,196,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,181,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,314,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,480,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,1,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,156,0.0,0.0,0.0,0.0,
AL22,13.93,T-shirt,602,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL22,17.35,,5,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL22,13.93,,294,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL22,14.19,,272,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,611,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,3,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,144,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,84,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,36,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,13,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,155,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,76,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,210,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,6,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,8,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,50,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,16,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,137,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,157,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,479,0.0,0.0,0.0,0.0,
AL23,20.81,T-shirt,6,0.0,0.0,0.0,0.0,
AL23,20.81,T-shirt,147,0.0,0.0,0.0,0.0,
AL23,20.81,T-shirt,6,0.0,0.0,0.0,0.0,
AL23,20.81,T-shirt,76,0.0,0.0,0.0,0.0,
AL23,20.81,T-shirt,6,0.0,0.0,0.0,0.0,
AL23,20.81,T-shirt,38,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,25,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,84,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,6,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,158,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,272,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,184,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt,479,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt Polo,66,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt Polo,34,0.0,0.0,0.0,0.0,
AL23,20.59,T-shirt Polo,76,0.0,0.0,0.0,0.0,
AL23,13.77,Tank Top Baselayer,38,0.0,0.0,0.0,0.0,
AL23,13.77,Tank Top Baselayer,74,0.0,0.0,0.0,0.0,
AL23,11.34,T-shirt Crew neck,44,0.0,0.0,0.0,0.0,
AL23,18.44,T-shirt Polo,44,0.0,0.0,0.0,0.0,
AL23,18.44,T-shirt Polo,34,0.0,0.0,0.0,0.0,
AL23,16.57,T-shirt Baselayer,682,0.0,0.0,0.0,0.0,
AL23,26.27,Jacket Baselayer,326,0.0,0.0,0.0,0.0,
AL23,26.27,Jacket Baselayer,618,0.0,0.0,0.0,0.0,
AL23,19.13,T-shirt Baselayer,361,0.0,0.0,0.0,0.0,
AL23,19.13,T-shirt Baselayer,309,0.0,0.0,0.0,0.0,
AL23,19.13,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL23,26.27,Jacket Baselayer,403,0.0,0.0,0.0,0.0,
AL23,26.27,Jacket Baselayer,458,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,348,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,490,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,360,0.0,0.0,0.0,0.0,
AL23,14.92,T-shirt Baselayer,438,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,30,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,80,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,88,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,138,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,310,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,178,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,202,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,448,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,319,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,379,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,738,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,125,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,191,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,444,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,238,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,260,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,571,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,387,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,10,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,178,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,144,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,366,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,529,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,514,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,10,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,127,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,286,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,293,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,651,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,432,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,10,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,97,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,104,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,237,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,327,0.0,0.0,0.0,0.0,
AL23,15.45,Tank Top,254,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,125,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,446,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,22,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
AL23,16.84,T-shirt,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,14.92,,342,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,19.13,,395,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,16.57,,682,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,26.27,,452,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,18.44,,44,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,18.44,,34,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,20.81,,46,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,20.59,,122,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,13.77,,56,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,11.34,,44,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,16.84,,272,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,15.45,,254,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL23,17.88,,224,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,189,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,10,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,766,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,78,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,857,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,380,0.0,0.0,0.0,0.0,
AL25,16.84,T-shirt,1196,0.0,0.0,0.0,0.0,
AL25,16.84,T-shirt,779,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,412,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,412,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,670,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,618,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,567,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,773,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,387,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,1545,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,721,0.0,0.0,0.0,0.0,
AL25,16.14,T-shirt Baselayer,464,0.0,0.0,0.0,0.0,
AL25,16.14,T-shirt Baselayer,566,0.0,0.0,0.0,0.0,
AL25,15.72,T-shirt Baselayer,258,0.0,0.0,0.0,0.0,
AL25,15.72,T-shirt Baselayer,772,0.0,0.0,0.0,0.0,
AL25,15.91,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,15.91,T-shirt Baselayer,516,0.0,0.0,0.0,0.0,
AL25,15.91,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,14.48,T-shirt Baselayer,284,0.0,0.0,0.0,0.0,
AL25,14.48,T-shirt Baselayer,927,0.0,0.0,0.0,0.0,
AL25,14.48,T-shirt Baselayer,284,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,258,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,618,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,425,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,953,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,464,0.0,0.0,0.0,0.0,
AL25,16.14,T-shirt Baselayer,464,0.0,0.0,0.0,0.0,
AL25,16.14,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,16.14,T-shirt Baselayer,348,0.0,0.0,0.0,0.0,
AL25,16.31,T-shirt Baselayer,377,0.0,0.0,0.0,0.0,
AL25,16.31,T-shirt Baselayer,514,0.0,0.0,0.0,0.0,
AL25,16.31,T-shirt Baselayer,464,0.0,0.0,0.0,0.0,
AL25,14.7,Tank Top Baselayer,515,0.0,0.0,0.0,0.0,
AL25,14.7,Tank Top Baselayer,412,0.0,0.0,0.0,0.0,
AL25,14.7,Tank Top Baselayer,258,0.0,0.0,0.0,0.0,
AL25,14.7,Tank Top Baselayer,515,0.0,0.0,0.0,0.0,
AL25,18.4,Jacket Baselayer,172,0.0,0.0,0.0,0.0,
AL25,18.4,Jacket Baselayer,515,0.0,0.0,0.0,0.0,
AL25,18.4,Jacket Baselayer,360,0.0,0.0,0.0,0.0,
AL25,17.78,Jacket Baselayer,275,0.0,0.0,0.0,0.0,
AL25,17.78,Jacket Baselayer,360,0.0,0.0,0.0,0.0,
AL25,17.78,Jacket Baselayer,424,0.0,0.0,0.0,0.0,
AL25,15.91,T-shirt Baselayer,565,0.0,0.0,0.0,0.0,
AL25,15.91,T-shirt Baselayer,258,0.0,0.0,0.0,0.0,
AL25,15.91,T-shirt Baselayer,490,0.0,0.0,0.0,0.0,
AL25,15.72,T-shirt Baselayer,361,0.0,0.0,0.0,0.0,
AL25,15.72,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,15.72,T-shirt Baselayer,825,0.0,0.0,0.0,0.0,
AL25,14.48,T-shirt Baselayer,258,0.0,0.0,0.0,0.0,
AL25,14.48,T-shirt Baselayer,566,0.0,0.0,0.0,0.0,
AL25,14.48,T-shirt Baselayer,270,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,824,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,399,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,438,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,618,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,322,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,721,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,515,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,20,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,49,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,72,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,136,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,157,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,202,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,469,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,291,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,294,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,526,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,50,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,64,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,74,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,219,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,330,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,178,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,450,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,363,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,19,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,128,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,69,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,141,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,188,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,279,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,192,0.0,0.0,0.0,0.0,
AL25,18.01,T-shirt,516,0.0,0.0,0.0,0.0,
AL25,16.84,T-shirt,366,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,361,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,463,0.0,0.0,0.0,0.0,
AL25,14.49,T-shirt Baselayer,811,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,567,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,138,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,0,0.0,0.0,0.0,0.0,
AL25,14.39,T-shirt Baselayer,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
AL25,29.4,T-shirt,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,17.78,,353,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,18.4,,349,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,15.72,,546,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,15.91,,476,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,14.49,,585,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,14.48,,431,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,16.14,,471,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,14.39,,572,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,14.39,,533,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,16.31,,452,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,14.7,,425,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,16.84,,780,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,18.01,,242,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,29.4,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL25,17.02,,428,0.0,0.0,0.0,0.0,
,0.0,,0,0.0,0.0,0.0,0.0,
AL30,15.24,T-shirt,172,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,21,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,91,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,328,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,706,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,34,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,70,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,622,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,53,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,370,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,161,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,436,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,212,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,105,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,158,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,135,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,130,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,1,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,152,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,348,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,158,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,32,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,192,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,32,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,32,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,25.35,T-shirt,383,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,42,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,81,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,162,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,147,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,315,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,220,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,145,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,209,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,187,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,602,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,16,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,130,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,76,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,226,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,309,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,6,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,206,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,561,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,436,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,754,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt,598,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,29,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,50,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,60,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,384,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,21,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,126,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,79,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,224,0.0,0.0,0.0,0.0,
AL30,24.96,T-shirt Polo,384,0.0,0.0,0.0,0.0,
